runner_id,age,gender,running_experience_months,previous_marathon_count,training_program,motivation_level,personal_best_minutes,weekly_mileage_miles,runs_per_week,long_run_distance_km,speed_work_sessions_per_week,rest_days_per_week,training_adherence_pct,consecutive_weeks_no_miss,cross_training_hours_per_week,resting_heart_rate_bpm,vo2_max,bmi,recovery_score,sleep_hours_avg,injury_count,injury_severity,nutrition_score,hydration_consistency,training_streak_days,missed_workout_pct,early_morning_run_frequency,weather_condition_training_pct,goal_completion_rate,run_club_attendance_rate,warmup_adherence_pct,stretching_adherence_pct,marathon_date,marathon_weather,course_difficulty,target_finish_time_minutes,actual_finish_time_minutes,mental_preparation_score,medal_outcome,dnf,is_first_marathon,vo2_max_was_missing,cross_training_hours_per_week_was_missing,nutrition_score_was_missing,hydration_consistency_was_missing,sleep_hours_avg_was_missing,implausible_volume,medal,goal_gap
R048397,34,Female,63,1,Advanced,4,181.0,12.4,4,15.0,1,3,77,11,0.1,77,56.44507944815585,25.2,4.9,6.4,0,None,8.0,7.0,80,23,0,35,60,30,60,64,2025-07-11,Hot,Hilly,200,242.0,6,0,0,0,0,0,0,0,0,0,0,42.0
R013239,43,Male,191,3,Advanced,10,197.0,19.3,6,19.8,0,1,87,12,0.0,69,64.05329288140629,22.9,3.4,5.7,0,None,6.0,3.0,102,13,51,63,64,82,33,24,2024-02-27,Cloudy,Flat,199,218.0,9,3,0,0,0,0,0,0,0,0,1,19.0
R096050,46,Male,200,0,Advanced,6,,20.9,5,15.0,2,2,72,13,0.0,72,61.683044853765566,23.7,5.6,10.0,1,Moderate,8.0,9.0,40,28,24,34,49,18,30,9,2025-08-12,Sunny,Hilly,204,252.0,2,0,0,1,0,0,0,0,0,0,0,48.0
R069424,43,Male,20,1,Beginner,9,250.0,22.2,5,15.0,1,2,63,9,3.5,80,46.58629362770702,27.9,7.6,6.6,0,None,9.0,6.0,64,37,80,62,63,31,37,29,2024-07-01,Sunny,Hilly,255,293.0,10,0,0,0,0,0,0,1,0,0,0,38.0
R096758,46,Male,6,0,Beginner,1,,12.4,4,15.0,1,3,78,13,0.1,71,63.76650853683578,22.4,8.6,7.3,0,None,7.0,4.0,66,22,0,25,43,33,45,34,2024-11-24,Windy,Flat,304,339.0,4,0,0,1,0,1,0,0,0,0,0,35.0
R064384,43,Male,14,2,Beginner,4,263.0,26.3,4,15.0,2,3,92,15,3.4,71,55.31429203433944,20.8,4.6,5.8,0,None,6.0,2.0,90,8,37,20,76,33,79,87,2025-09-09,Rainy,Flat,256,287.0,7,1,0,0,0,0,0,0,0,0,1,31.0
R073440,21,Female,56,3,Intermediate,3,246.0,12.4,4,15.0,1,3,58,12,0.0,46,53.55743104202453,23.7,9.7,6.1,0,None,6.0,5.0,101,7,20,27,85,43,41,67,2025-11-27,Hot,Hilly,266,281.0,9,3,0,0,1,0,0,0,0,0,1,15.0
R061856,61,Female,6,3,Beginner,7,245.0,20.6,4,15.0,1,3,75,13,0.5,77,55.42181353288909,21.9,2.7,7.6,1,Moderate,4.0,5.0,16,25,0,27,41,74,60,39,2025-03-12,Hot,Flat,255,,1,0,1,0,0,0,0,0,0,0,0,
R088046,54,Male,95,1,Advanced,10,259.0,25.7,5,20.5,2,2,89,15,1.3,72,62.63888053296159,22.0,5.5,7.0,1,Moderate,5.0,7.0,65,11,55,40,71,77,77,42,2024-05-18,Rainy,Hilly,247,296.0,7,0,0,0,0,0,0,0,0,0,0,49.0
R052266,56,Non-binary,59,1,Intermediate,3,234.0,16.9,4,15.0,1,3,83,12,0.0,80,43.42188981539159,21.2,6.2,8.4,0,None,8.0,7.0,58,17,32,0,58,0,94,48,2025-06-22,Cloudy,Flat,234,263.0,2,1,0,0,0,0,0,0,0,0,1,29.0
R014911,63,Male,23,3,Beginner,2,286.0,12.4,4,15.0,1,3,89,13,1.3,80,53.55743104202453,25.6,4.5,6.3,0,None,2.0,7.0,66,11,33,6,72,38,100,68,2025-06-15,Cold,Hilly,285,,8,0,1,0,1,0,0,0,0,0,0,
R049110,29,Female,33,0,Intermediate,3,,14.3,4,15.0,2,3,80,16,1.0,80,49.483965500457074,18.0,8.5,6.5,0,None,8.0,6.0,84,20,27,0,48,25,91,39,2025-01-29,Sunny,Hilly,269,306.0,4,0,0,1,0,0,0,0,0,0,0,37.0
R031770,61,Female,14,1,Beginner,8,270.0,12.4,4,15.0,1,3,87,11,0.0,80,42.62441537989282,18.8,5.4,7.0,0,None,9.0,6.0,96,13,25,43,57,27,58,63,2025-08-18,Cloudy,Flat,263,296.0,4,1,0,0,0,0,0,0,0,0,1,33.0
R036952,54,Male,37,2,Intermediate,9,275.0,25.8,5,15.0,2,2,63,10,1.5,79,50.167202019829766,26.6,4.5,7.0,0,None,9.0,8.0,43,37,92,27,44,61,62,17,2025-08-15,Cold,Flat,254,289.0,7,0,0,0,0,0,0,0,0,0,0,35.0
R020449,43,Male,57,1,Intermediate,3,245.0,12.4,5,15.0,1,2,77,10,0.0,80,50.31300513307527,19.1,8.0,5.5,0,None,5.0,9.0,82,23,33,19,41,24,71,43,2024-10-02,Cloudy,Flat,241,268.0,6,1,0,0,0,0,0,0,0,0,1,27.0
R095612,37,Male,6,1,Beginner,7,261.0,19.1,5,15.0,0,2,68,10,0.0,79,49.93901564021112,20.6,9.0,5.1,0,None,5.0,10.0,53,32,77,14,30,53,74,21,2024-11-13,Sunny,Mixed,257,294.0,2,0,0,0,0,0,0,0,0,0,0,37.0
R048851,65,Female,14,2,Beginner,5,289.0,17.6,4,15.0,1,3,71,9,0.0,80,43.72831968096412,20.5,6.6,8.1,0,None,7.0,6.0,39,29,34,19,91,71,82,54,2025-12-21,Hot,Flat,279,319.0,7,0,0,0,0,0,0,0,0,0,0,40.0
R090726,21,Female,82,3,Advanced,1,226.0,12.4,7,21.1,1,0,81,10,0.0,80,59.83165833676817,23.5,8.0,6.8,2,Moderate,6.0,7.0,90,19,2,0,56,20,63,61,2025-01-01,Sunny,Mixed,206,247.0,8,0,0,0,0,0,1,0,0,1,0,41.0
R012030,50,Male,55,1,Intermediate,8,206.0,12.6,3,17.4,1,3,88,16,0.0,72,59.69286029101624,22.0,5.6,5.0,0,None,7.0,7.0,70,12,61,0,64,65,56,96,2025-03-30,Cloudy,Flat,193,214.0,8,3,0,0,0,0,0,0,0,0,1,21.0
R046671,32,Female,7,1,Beginner,4,295.0,12.4,5,15.0,1,2,87,13,0.0,80,42.2591205546421,21.1,5.9,6.4,0,None,7.0,7.0,89,13,15,16,63,29,33,56,2025-11-26,Sunny,Flat,283,314.0,7,1,0,0,0,0,0,0,0,0,1,31.0
R036741,43,Female,39,1,Intermediate,6,262.0,12.4,4,15.0,2,3,85,16,0.0,72,65.72677054793057,23.3,3.9,7.1,0,None,6.0,6.0,86,15,51,41,42,88,95,56,2025-11-23,Cold,Flat,242,273.0,6,1,0,0,0,0,1,1,0,0,1,31.0
R020954,40,Female,16,4,Beginner,10,265.0,24.7,4,23.6,1,3,96,16,0.1,80,48.07626054336304,24.8,6.6,7.1,0,None,6.0,7.0,104,4,43,94,96,54,100,53,2024-11-23,Cold,Mixed,247,283.0,8,0,0,0,0,1,0,0,0,0,0,36.0
R099949,57,Male,38,2,Intermediate,1,247.0,12.4,4,15.0,1,3,82,11,10.0,79,54.58775374761584,22.2,2.9,5.0,0,None,6.0,8.0,44,18,12,12,81,0,100,0,2025-07-09,Hot,Flat,238,276.0,6,0,0,0,0,0,0,0,0,0,0,38.0
R050170,52,Female,39,2,Intermediate,3,226.0,12.4,5,15.3,1,2,62,14,3.4,80,53.55743104202453,21.4,1.2,7.0,0,None,5.0,3.0,52,38,0,35,73,12,38,71,2024-07-28,Cloudy,Hilly,215,258.0,7,0,0,0,1,0,0,0,0,0,0,43.0
R043507,60,Female,98,0,Advanced,6,,13.3,5,15.0,1,2,92,15,0.9,79,48.57350158295221,25.8,5.4,7.0,0,None,7.0,6.0,59,8,40,21,87,22,88,58,2025-07-13,Sunny,Flat,187,212.0,8,2,0,1,0,0,0,0,1,0,1,25.0
R093407,64,Male,147,3,Advanced,10,177.0,35.4,4,27.4,2,3,81,10,4.1,80,35.0,24.3,1.4,7.6,1,Severe,6.0,2.0,47,19,62,14,56,61,48,17,2024-10-19,Windy,Flat,175,235.0,9,0,0,0,0,0,0,0,0,0,0,60.0
R002060,18,Female,67,3,Advanced,4,225.0,20.2,5,15.0,2,2,64,13,0.6,48,69.45497327386805,20.3,9.7,7.8,0,None,9.0,6.0,82,31,21,0,69,33,61,53,2024-12-12,Cloudy,Flat,189,210.0,7,3,0,0,0,0,0,1,0,0,1,21.0
R056057,59,Female,30,2,Intermediate,2,285.0,12.4,4,15.0,1,3,72,12,0.0,80,44.5040053749912,27.2,6.9,7.0,1,Moderate,6.0,5.0,72,28,60,0,43,30,50,17,2024-11-28,Cloudy,Hilly,256,313.0,7,0,0,0,0,0,0,0,1,0,0,57.0
R050599,58,Female,20,3,Beginner,7,308.0,12.4,4,15.0,1,3,84,13,2.3,73,55.56331960614977,22.4,2.5,7.0,2,Minor,6.0,7.0,47,16,26,31,62,66,73,40,2025-06-02,Rainy,Mixed,287,333.0,7,0,0,0,0,0,0,0,1,0,0,46.0
R097517,46,Female,10,4,Beginner,1,305.0,12.4,4,15.0,1,3,74,10,0.0,70,57.9389106259569,18.0,5.3,6.6,1,Moderate,6.0,2.0,39,26,49,26,80,0,57,64,2025-10-27,Sunny,Mixed,275,325.0,8,0,0,0,0,0,0,0,0,0,0,50.0
R064266,53,Female,15,1,Beginner,2,245.0,12.4,4,15.0,1,3,94,15,4.9,80,38.543222613025776,22.2,1.5805996345723197,5.62979226512388,0,None,7.0,2.0,110,6,0,26,87,15,100,58,2024-07-07,Cloudy,Flat,245,,5,0,1,0,0,0,0,0,0,0,0,
R017250,65,Male,34,0,Intermediate,6,,30.3,5,15.0,2,2,84,12,7.7,80,40.67770742188389,21.6,3.9,5.2,0,None,6.0,7.0,56,16,21,20,97,77,45,54,2025-03-28,Sunny,Hilly,224,261.0,7,0,0,1,0,0,1,0,0,0,0,37.0
R025229,45,Male,92,0,Advanced,4,,15.2,5,15.0,2,2,90,16,3.3,73,64.9034656719846,25.0,7.7,7.0,1,Minor,8.0,7.0,76,10,38,33,78,50,63,64,2025-11-01,Cloudy,Flat,228,253.0,5,2,0,1,0,0,0,0,1,0,1,25.0
R013151,63,Female,6,2,Beginner,5,271.0,17.1,5,15.0,1,2,97,16,0.0,80,49.35089539319288,19.6,4.0,7.3,0,None,4.0,6.0,40,3,53,46,63,66,49,60,2025-07-18,Hot,Hilly,264,,5,0,1,0,0,0,0,0,0,0,0,
R008984,35,Female,15,1,Beginner,2,284.0,12.4,4,15.0,1,3,74,13,0.0,77,55.34479363490319,22.3,5.4,6.6,0,None,5.0,5.0,49,26,62,7,60,15,31,29,2025-03-19,Hot,Mixed,260,305.0,3,0,0,0,0,0,0,0,0,0,0,45.0
R060595,59,Male,15,1,Beginner,1,246.0,12.4,4,15.0,1,3,61,11,4.0,80,42.15180466735859,25.8,4.3,8.9,1,Minor,6.0,3.0,79,39,0,0,48,67,49,30,2024-01-19,Hot,Mixed,255,312.0,5,0,0,0,0,0,0,0,0,0,0,57.0
R064057,36,Female,47,1,Intermediate,1,278.0,15.5,3,15.0,1,3,65,8,0.0,74,53.55743104202453,23.2,7.7,7.8,1,Minor,8.0,7.0,47,35,25,17,51,3,44,46,2025-10-14,Hot,Flat,262,303.0,8,0,0,0,1,0,0,0,0,0,0,41.0
R065181,64,Female,6,4,Beginner,2,294.0,12.4,4,15.0,1,3,62,8,6.9,80,47.46234069739976,21.3,4.9,6.4,0,None,6.0,7.0,47,38,2,42,77,2,66,40,2025-06-14,Rainy,Mixed,272,318.0,9,0,0,0,0,0,1,0,0,0,0,46.0
R059847,27,Female,6,1,Beginner,8,311.0,12.4,5,15.0,1,2,100,13,5.6,80,47.33393768887281,23.2,10.0,7.2,2,Minor,8.0,6.0,104,0,52,46,98,56,43,86,2025-08-20,Sunny,Hilly,277,316.0,8,0,0,0,0,0,0,0,0,0,0,39.0
R072659,62,Non-binary,87,4,Advanced,7,204.0,36.2,6,18.9,1,1,90,11,2.7,79,54.102158708039866,20.2,6.2,6.4,1,Severe,9.0,3.0,95,10,42,65,87,52,97,62,2024-03-02,Sunny,Flat,181,229.0,8,0,0,0,0,0,0,0,0,0,0,48.0
R063719,40,Male,36,2,Intermediate,1,238.0,12.4,4,15.0,1,3,46,13,0.0,52,68.63647809760121,22.9,6.3,7.8,0,None,5.0,5.0,57,27,8,0,78,0,36,42,2024-04-11,Sunny,Hilly,236,255.0,7,3,0,0,0,0,0,0,0,0,1,19.0
R015630,55,Male,18,0,Beginner,9,,21.4,5,15.0,0,2,91,16,0.1,79,55.76390926350594,26.7,4.1,8.0,0,None,8.0,6.0,109,9,78,0,49,77,49,37,2024-11-06,Hot,Flat,225,260.0,9,0,0,1,0,1,0,0,0,0,0,35.0
R079275,41,Non-binary,42,1,Intermediate,3,257.0,26.0,4,24.0,1,3,84,10,0.0,79,53.55743104202453,21.0,7.5,6.2,2,Minor,3.0,6.0,70,16,20,25,96,35,65,37,2025-08-28,Sunny,Mixed,248,284.0,7,0,0,0,1,0,0,1,0,0,0,36.0
R089679,42,Female,53,5,Intermediate,10,215.0,25.9,4,21.0,2,3,75,15,5.0,74,53.55743104202453,29.0,7.5,5.6,2,Severe,2.0,2.0,57,25,17,40,40,58,34,6,2025-09-14,Hot,Flat,227,287.0,7,0,0,0,1,0,0,0,0,0,0,60.0
R088275,64,Male,12,1,Beginner,1,305.0,13.5,4,15.0,0,3,64,11,0.0,80,47.91505104479985,22.6,2.9,7.0,0,None,4.0,7.0,51,36,14,23,72,20,57,39,2024-07-16,Cloudy,Mixed,291,332.0,7,0,0,0,0,0,0,0,1,0,0,41.0
R074036,61,Male,15,2,Beginner,2,298.0,12.4,4,15.0,0,3,70,13,2.0,72,63.32002258737963,21.7,5.7,7.5,0,None,7.0,7.0,46,30,0,0,30,6,30,26,2024-06-28,Rainy,Flat,289,326.0,6,0,0,0,0,0,0,0,0,0,0,37.0
R005587,65,Male,19,0,Beginner,8,,23.9,4,15.0,0,3,79,16,0.1,74,54.50281390845914,25.6,2.5,6.2,0,None,5.0,9.0,85,21,16,4,69,58,50,83,2024-09-25,Cloudy,Flat,254,284.0,8,1,0,1,0,1,0,0,0,0,1,30.0
R015081,19,Male,10,2,Beginner,5,262.0,13.4,3,15.0,1,3,87,14,0.6,80,51.49840531325318,25.1,7.8,7.6,1,Severe,5.0,6.0,79,13,39,37,52,0,56,70,2024-05-08,Windy,Hilly,270,330.0,6,0,0,0,0,0,0,0,0,0,0,60.0
R083291,44,Male,148,3,Advanced,8,208.0,20.1,7,15.0,1,0,99,14,0.4,80,36.05931891472475,21.7,6.0,9.1,2,Severe,7.0,4.0,47,22,51,54,82,64,57,52,2024-08-30,Cloudy,Flat,177,227.0,10,0,0,0,0,0,0,0,0,0,0,50.0
R049604,43,Male,6,3,Beginner,3,263.0,12.4,4,15.0,0,3,69,10,0.0,80,51.06957374084914,21.4,2.559137056947676,5.9996038362763935,0,None,7.0,5.0,95,31,58,32,69,22,63,21,2024-04-25,Cloudy,Flat,243,288.0,10,0,0,0,0,0,0,0,0,0,0,45.0
R037245,25,Male,74,0,Advanced,3,,20.6,5,15.0,2,2,80,15,7.1,75,60.167754782166526,18.5,6.1,5.7,2,Minor,7.0,6.0,85,20,10,17,77,8,52,59,2025-08-29,Sunny,Mixed,222,254.0,7,1,0,1,0,0,0,0,0,0,1,32.0
R087686,60,Male,90,4,Advanced,7,219.0,34.2,4,18.7,2,3,79,12,0.0,78,54.0671695398078,26.1,7.8,8.2,2,Moderate,5.0,9.0,59,21,72,23,53,34,70,48,2024-07-30,Cloudy,Hilly,190,237.0,7,0,0,0,0,0,0,0,0,0,0,47.0
R082019,39,Male,54,0,Intermediate,10,,30.3,4,15.0,1,3,89,15,0.1,80,43.36158589936984,19.4,7.2,8.2,1,Minor,5.0,6.0,64,11,55,60,63,91,49,100,2024-07-25,Sunny,Flat,215,243.0,8,1,0,1,0,1,0,0,0,0,1,28.0
R017621,27,Male,14,1,Beginner,7,271.0,17.6,4,15.0,1,3,78,11,5.1,80,51.53258327429245,30.3,9.5,7.9,2,Moderate,8.0,7.0,86,22,68,23,76,8,33,83,2025-11-20,Hot,Hilly,256,316.0,7,0,0,0,0,0,0,0,0,0,0,60.0
R073275,36,Female,16,1,Beginner,9,240.0,12.4,4,15.0,1,3,91,11,5.1,74,53.55743104202453,23.8,9.1,7.8,2,Moderate,10.0,5.0,62,9,0,56,97,72,76,78,2025-04-05,Cold,Flat,244,287.0,4,0,0,0,1,0,0,0,0,0,0,43.0
R077579,24,Female,27,3,Intermediate,6,204.0,16.5,5,15.0,2,2,85,14,0.1,80,58.847812626259454,20.2,3.1,7.8,2,Moderate,10.0,5.0,86,15,24,51,91,100,54,54,2025-04-17,Hot,Mixed,211,263.0,5,0,0,0,0,1,0,0,0,0,0,52.0
R013390,65,Female,14,0,Beginner,2,,12.4,4,15.0,1,3,60,9,1.9,80,42.768414668967175,20.1,2.3,5.5,0,None,5.0,4.0,26,40,3,0,45,14,0,52,2025-11-17,Cold,Hilly,249,303.0,8,0,0,1,0,0,0,0,0,0,0,54.0
R041756,43,Male,6,0,Beginner,3,,12.4,4,15.0,1,3,74,8,0.0,80,40.32485491764225,23.9,5.5,6.7,1,Minor,6.0,4.0,65,26,14,16,83,38,42,59,2024-04-24,Sunny,Mixed,292,337.0,6,0,0,1,0,0,0,0,0,0,0,45.0
R052915,25,Male,75,2,Advanced,4,203.0,13.7,5,19.9,2,2,86,12,3.8,68,52.647835233759,19.6,5.6,8.5,3,Severe,7.0,3.0,32,15,22,21,84,62,69,65,2025-10-09,Sunny,Flat,200,248.0,6,0,0,0,0,0,0,0,0,0,0,48.0
R061904,32,Female,111,1,Advanced,9,204.0,38.3,4,22.7,2,3,87,14,2.3,68,67.14457697648294,20.5,6.4,7.6,0,None,5.0,5.0,90,13,73,43,80,89,50,95,2025-11-30,Windy,Mixed,181,207.0,7,2,0,0,0,0,0,0,0,0,1,26.0
R068540,48,Male,6,0,Beginner,5,,12.4,4,15.0,1,3,70,9,0.0,77,49.5446555518812,24.4,8.5,7.2,0,None,3.0,9.0,19,30,53,0,44,0,48,38,2025-08-10,Cloudy,Mixed,276,314.0,10,0,0,1,0,0,0,0,0,0,0,38.0
R038041,60,Female,6,1,Beginner,5,299.0,12.4,4,17.9,1,3,54,8,0.5,50,53.55743104202453,23.4,6.0,7.0,3,Minor,4.0,9.0,72,27,60,34,46,50,55,44,2025-06-06,Sunny,Mixed,271,286.0,7,3,0,0,1,0,0,0,1,0,1,15.0
R081261,47,Female,6,2,Beginner,6,257.0,12.4,4,15.0,1,3,80,14,5.5,76,55.46125300953603,21.2,8.9,6.5,0,None,4.0,6.0,71,20,51,25,49,46,81,97,2025-11-26,Cloudy,Hilly,262,300.0,9,0,0,0,0,0,0,0,0,0,0,38.0
R075715,34,Female,8,6,Beginner,5,291.0,12.4,5,15.0,1,2,87,15,0.2,80,49.28573653396053,22.2,6.7,6.7,0,None,4.0,8.0,68,13,16,36,90,0,77,48,2024-12-14,Sunny,Mixed,265,300.0,7,0,0,0,0,0,0,0,0,0,0,35.0
R021004,18,Male,8,5,Beginner,4,250.0,12.4,3,15.0,0,3,89,14,0.1,80,49.33923614602252,23.5,8.0,7.5,0,None,6.0,8.0,64,11,47,24,74,15,62,78,2025-06-04,Sunny,Flat,243,272.0,7,1,0,0,0,0,0,0,0,0,1,29.0
R086667,60,Male,6,2,Beginner,4,296.0,25.7,4,16.8,1,3,56,7,6.2,75,57.64515206872722,25.7,4.4,8.2,2,Minor,4.0,8.0,69,44,25,4,38,50,45,53,2024-09-23,Cloudy,Mixed,273,317.0,9,0,0,0,0,0,0,0,0,0,0,44.0
R020275,39,Male,35,0,Intermediate,6,,25.5,5,15.4,1,2,57,11,3.3,80,43.16395848107148,25.2,5.8,6.2,0,None,6.0,7.0,69,43,76,33,46,65,50,0,2025-10-05,Sunny,Hilly,225,264.0,7,0,0,1,0,0,0,0,0,0,0,39.0
R021506,19,Male,22,3,Beginner,8,279.0,22.2,4,16.5,1,3,97,16,0.0,79,56.36589110380724,19.9,9.8,5.5,0,None,3.0,7.0,112,3,27,27,80,41,62,100,2024-12-02,Rainy,Mixed,268,302.0,6,0,0,0,0,0,0,0,0,0,0,34.0
R009991,49,Male,27,3,Intermediate,1,247.0,12.4,5,15.0,1,2,87,16,7.5,80,41.45605434798516,23.8,2.8,7.0,1,Moderate,3.0,5.0,91,13,11,30,49,0,70,45,2024-01-10,Sunny,Flat,242,292.0,7,0,0,0,0,0,0,0,0,0,0,50.0
R042652,57,Female,6,1,Beginner,6,262.0,13.9,4,15.0,1,3,76,9,0.0,76,53.55743104202453,23.5,5.4,5.9,0,None,8.0,7.0,46,24,52,27,59,62,48,41,2025-10-09,Sunny,Flat,256,286.0,5,1,0,0,1,0,0,0,0,0,1,30.0
R018902,37,Male,26,1,Intermediate,5,250.0,14.2,5,15.0,1,2,84,12,5.0,80,58.58268479698084,23.1,8.2,8.6,0,None,5.0,2.0,72,16,43,0,80,49,99,74,2025-10-19,Windy,Hilly,228,270.0,2,0,0,0,0,0,0,0,0,0,0,42.0
R099256,60,Female,19,2,Beginner,7,280.0,30.0,4,23.5,0,3,80,12,0.0,80,40.88350841262149,19.4,5.3,6.9,0,None,6.0,6.0,78,20,31,40,75,43,61,41,2025-06-26,Hot,Mixed,294,,8,0,1,0,0,0,1,0,0,0,0,
R095097,53,Male,41,3,Intermediate,3,265.0,12.4,4,15.0,2,3,49,11,0.5,48,72.63696406643444,26.4,3.4,6.9,0,None,6.0,2.0,46,36,53,25,73,3,29,7,2025-09-21,Rainy,Flat,247,267.0,6,3,0,0,0,0,1,0,0,0,1,20.0
R050062,30,Non-binary,39,1,Intermediate,2,249.0,12.4,5,15.0,1,2,85,14,1.1,75,59.58818135611549,27.3,9.1,6.5,1,Minor,8.0,10.0,39,15,54,26,83,61,56,46,2024-11-13,Hot,Mixed,241,283.0,4,0,0,0,0,0,0,0,0,0,0,42.0
R098496,28,Male,7,4,Beginner,5,282.0,12.4,4,15.0,0,3,92,14,0.0,80,43.37376030434476,24.4,6.5,7.9,0,None,4.0,6.0,80,8,37,15,79,91,84,43,2024-07-08,Cold,Flat,254,289.0,6,0,0,0,0,0,0,0,0,0,0,35.0
R040456,41,Female,73,3,Advanced,1,219.0,12.4,5,15.0,1,2,76,10,1.1,80,53.55743104202453,22.1,7.3,6.5,0,None,9.0,4.0,39,24,14,18,56,0,87,30,2025-03-03,Cold,Hilly,216,259.0,5,0,0,0,1,0,0,0,0,0,0,43.0
R005000,62,Female,68,2,Advanced,8,172.0,21.9,5,15.0,1,2,100,16,0.0,80,49.29706774562023,21.0,3.7,7.8,0,None,3.0,7.0,99,0,22,53,59,100,26,79,2024-06-08,Cloudy,Mixed,200,229.0,7,1,0,0,0,0,0,0,0,0,1,29.0
R015324,42,Male,11,5,Beginner,6,301.0,22.0,5,16.2,1,2,76,13,0.0,77,53.55743104202453,23.1,6.1,8.1,0,None,7.0,8.0,69,24,41,4,77,24,77,65,2024-06-05,Windy,Mixed,283,324.0,5,0,0,0,1,0,0,0,0,0,0,41.0
R051737,54,Male,65,1,Advanced,7,201.0,19.3,5,15.0,1,2,76,14,2.1,70,59.2096535192686,21.5,3.7,7.0,0,None,10.0,4.0,50,24,61,13,67,27,60,15,2025-09-22,Cloudy,Mixed,191,218.0,6,1,0,0,0,0,0,0,1,0,1,27.0
R032450,29,Female,23,1,Beginner,10,298.0,12.4,4,15.0,0,3,80,8,0.1,80,49.11838785566256,22.2,6.6,6.7,1,Minor,4.0,6.0,58,20,71,18,75,94,81,60,2024-04-04,Cloudy,Flat,294,326.0,10,1,0,0,0,1,0,0,0,0,1,32.0
R055193,56,Male,6,5,Beginner,8,300.0,17.0,4,15.0,1,3,47,13,0.6,53,73.78432236842387,26.8,6.0,6.6,0,None,6.0,6.0,97,20,45,29,73,95,72,59,2024-06-10,Cold,Hilly,284,305.0,8,3,0,0,0,0,1,0,0,0,1,21.0
R025661,28,Female,53,1,Intermediate,5,237.0,12.4,3,15.0,1,3,96,14,1.7,68,53.55743104202453,21.5,7.2,6.0,0,None,4.0,8.0,93,4,12,19,64,29,73,94,2025-03-04,Sunny,Flat,225,245.0,6,3,0,0,1,0,0,0,0,0,1,20.0
R063005,56,Male,152,1,Advanced,5,204.0,23.1,6,15.0,1,1,95,14,1.2,80,39.421209234337184,25.1,4.6,7.0,1,Minor,6.0,8.0,83,5,19,0,62,0,63,69,2024-05-01,Cloudy,Flat,210,243.0,6,1,0,0,0,0,1,0,1,0,1,33.0
R042396,55,Female,16,2,Beginner,8,319.0,30.8,3,15.9,1,3,80,11,0.1,80,40.6165423669669,20.6,6.0,6.4,0,None,9.0,6.0,46,20,3,0,38,58,36,0,2025-05-19,Cloudy,Mixed,304,339.0,5,0,0,0,0,0,0,1,0,0,0,35.0
R054903,31,Male,13,1,Beginner,2,280.0,12.4,3,18.0,1,3,71,11,1.0,80,44.62551353964948,23.9,1.6882107720983637,5.860543269600388,1,Moderate,1.0,6.0,109,29,18,39,53,25,84,84,2024-08-11,Cloudy,Mixed,273,,6,0,1,0,0,0,0,1,0,0,0,
R001435,26,Male,96,3,Advanced,9,227.0,20.5,6,15.0,1,1,95,13,4.3,77,55.7958194468157,20.7,10.0,7.3,0,None,6.0,6.0,109,5,47,36,86,40,48,92,2024-01-16,Rainy,Hilly,210,244.0,2,0,0,0,0,0,0,0,0,0,0,34.0
R051964,62,Female,22,4,Beginner,10,266.0,16.2,3,15.0,1,3,65,12,2.5,80,41.13132506604927,23.2,5.1,6.8,2,Minor,7.0,6.0,58,35,61,76,41,86,49,37,2025-06-17,Cloudy,Flat,264,304.0,4,0,0,0,0,0,0,0,0,0,0,40.0
R083340,55,Male,9,3,Beginner,2,287.0,12.4,5,15.0,1,2,63,10,0.0,75,59.58916141478982,21.8,6.6,7.3,1,Minor,9.0,6.0,70,37,15,32,36,11,47,5,2025-10-18,Sunny,Mixed,279,321.0,4,0,0,0,0,0,0,0,0,0,0,42.0
R035429,43,Female,79,1,Advanced,9,237.0,15.7,5,15.0,2,2,74,7,0.0,66,68.78754905028008,20.1,8.3,5.0,0,None,5.0,10.0,97,26,94,44,71,27,51,0,2025-12-01,Windy,Flat,229,256.0,8,1,0,0,0,0,0,0,0,0,1,27.0
R079087,46,Female,6,3,Beginner,7,277.0,19.0,4,15.0,1,3,79,12,1.9,80,47.70492836474243,28.1,5.8,8.5,0,None,6.0,5.0,78,21,37,0,60,42,49,45,2025-09-15,Cold,Flat,274,313.0,7,0,0,0,0,0,1,0,0,0,0,39.0
R090245,45,Female,25,6,Intermediate,8,236.0,26.8,4,16.1,1,3,77,10,0.1,80,47.774341879896106,21.0,5.4,8.3,0,None,5.0,6.0,79,23,51,76,84,52,75,31,2025-06-21,Cold,Hilly,238,281.0,6,0,0,0,0,1,0,1,0,0,0,43.0
R092096,25,Female,27,3,Intermediate,6,278.0,29.6,4,15.0,1,3,50,8,7.4,46,74.8587066872646,21.1,10.0,6.3,1,Minor,5.0,1.0,87,26,25,7,71,30,67,24,2024-04-03,Cloudy,Flat,252,273.0,6,3,0,0,0,0,0,0,0,0,1,21.0
R080015,35,Female,57,0,Intermediate,4,,12.4,5,15.0,2,2,56,11,0.0,48,67.27367396114754,25.3,6.5,7.4,1,Moderate,6.0,10.0,71,15,0,16,47,51,55,44,2025-12-15,Sunny,Hilly,223,244.0,8,3,0,1,0,0,1,0,0,0,1,21.0
